,Backgrounds ,Skin ,Clothing,Eyes,Eyewear,Head,Tusks,Mouth
967,bg-punk-pink_C,Elephant_Purple_C,None,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,None ,None ,None 
968,bg-purple1_C,Elephant_Blue_C,Hoodie_brown_C,Elephant base eyes_C,Aviator_sunglasses_pink_clear_UC,headband_green_UC,None ,None 
969,bg-yellow_C,Elephant_Pink_C,Hoodie_yellow_C,Elephant base eyes_C,None,None ,None ,None 
970,bg-punk-blue3_C,Elephant_Grey_C,Hoodie_yellow_C,Elephant base eyes_C,Wayfarer_sunglasses_black-red_UC,bull_dirty_horns_L,None ,None 
971,BG-purple_C,Elephant_Pink_C,Hoodie_brown_C,Elephant base eyes_C,Wayfarer_sunglasses_black-red_UC,bandana_white_R,None ,None 
972,bg-yellow_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,bitcoin_cap_pink_silver_UC,None ,None 
973,bg-yellow_C,Elephant_Purple_C,None,Elephant base eyes_C,VR_headset_2_black_R,None ,None ,None 
974,bg-punk-pink_C,Elephant_Sky_Blue_C,Hoodie_brown_C,Elephant base eyes_C,Aviator_sunglasses_blue_C,headband_green_UC,None ,None 
975,bg-army-green-2_C,Elephant_Silver_R,Hoodie_brown_C,Elephant base eyes_C,None,headband_green_UC,new_ivory_big_tusks_downward_SR,None 
976,bg-red_C,Elephant_Grey_C,None,Elephant base eyes_C,None,headband_green_UC,None ,None 
977,BG_Yellow_C,Elephant_Grey_C,Hoodie_green_C,Elephant base eyes_C,Aviator_sunglasses_yellow_gold_clear_UC,bitcoin_cap_blue_sky_silver_UC,None ,None 
978,bg-purple1_C,Elephant_Grey_C,Elephant_Basketball_jersey1_R,Elephant base eyes_C,Wayfarer_sunglasses_yellow-black_UC,bitcoin_cap_pink_gold_R,None ,None 
979,bg-yellow_C,Elephant_Purple_C,Hoodie_military3_UC,Elephant base eyes_C,Aviator_sunglasses_black_UC,headband_black_UC,None ,None 
980,BG_punkblue_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,Rainbow_lazer_L,headband_black_UC,None ,None 
981,bg-purple1_C,Elephant_Red_C,Hoodie_military1_UC,Elephant base eyes_C,Aviator_sunglasses_black_UC,elephant_mohawk1_blue_SR,None ,None 
982,BG_Yellow_C,Elephant_Sky_Blue_C,Hoodie_yellow_C,Elephant base eyes_C,None,None ,None ,None 
983,BG_Teal_C,Cyborg_Elephants_SR,Hoodie_orange_C,Elephant base eyes_C,None,None ,None ,None 
984,bg-red_C,Elephant_Pink_C,Hoodie_orange_C,Elephant base eyes_C,None,elephant_mohawk2_rainbow_SR,None ,None 
985,bg-yellow_C,Elephant_White_SR,None,Elephant base eyes_C,None,None ,None ,None 
986,bg-purple1_C,Elephant_Purple_C,None,Elephant base eyes_C,Aviator_sunglasses_red_C,bitcoin_cap_red_gold_R,None ,elephant_cigar_SR
987,bg-purple1_C,Elephant_Blue_C,None,Elephant base eyes_C,Wayfarer_sunglasses_yellow-black_UC,bitcoin_cap_red_gold_R,None ,None 
988,bg-purple1_C,Elephant_Blue_C,T-shirt_blue_C,Elephant base eyes_C,VR_headset_2_grey_R,baseball_cap3_R,None ,None 
989,bg-red_C,Elephant_Silver_R,Hoodie_White_UC,Elephant base eyes_C,None,tv_head_elephant_orange_SR,None ,None 
990,bg-red_C,Elephant_White_SR,T-shirt_black_C,Elephant base eyes_C,None,bitcoin_cap_brown_silver_UC,None ,elephant_gas_mask_beige_L
991,bg-red_C,Elephant_Blue_C,Elephant_Basketball_jersey1_R,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,elephant_mohawk2_blue_SR,None ,None 
992,bg-punk-blue2_C,Elephant_Green_C,None,Elephant base eyes_C,None,headband_black_UC,None ,None 
993,bg-purple1_C,Elephant_Blue_C,None,Elephant base eyes_C,None,bandana_green_UC,None ,None 
994,bg-punk-blue3_C,Elephant_Blue_C,Hoodie_yellow_C,Elephant base eyes_C,None,bandana_black_R,None ,None 
995,bg-purple1_C,Elephant_Blue_C,Hoodie_pink_UC,Elephant base eyes_C,Wayfarer_sunglasses_black-blue_C,skull_head3_L,new_bloody_tusks_downward_L,None 
996,bg-punk-blue2_C,Elephant_Green_C,Soccer_jersey_R,Elephant base eyes_C,VR_headset_2_grey_R,bandana_purple_R,None ,None 
997,bg-purple1_C,Elephant_Green_C,None,Elephant base eyes_C,Aviator_sunglasses_yellow_gold_clear_UC,bitcoin_cap_blue_sky_silver_UC,None ,None 
998,bg-punk-blue2_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,Wayfarer_sunglasses_black-blue_C,bull_dirty_horns_L,None ,None 
999,bg-punk-blue2_C,Elephant_Purple_C,Elephant_Basketball_jersey1_R,Elephant base eyes_C,Wayfarer_sunglasses_black-yellow_C,None ,None ,None 
